Id_bien;id_codedep_codecommune;No_voie;BTQ;Type_voie;Voie;Total_piece;Surface_carrez;Surface_local;Type_local
12373;93051;10;;ALL;LOUIS ARAGON;1;18,4;19;Appartement
12374;93070;6;;ALL;DE PARIS;2;40,83;40;Appartement
12375;93072;9;;RUE;ROGER GAUTRE;2;26,9;26;Appartement
12376;93073;32;;BD;DE L HOTEL DE VILLE;4;69,02;69;Appartement
12377;93078;10;;AV;BUFFON;1;24,9;30;Appartement
12378;94002;39;;RUE;RAYMOND JACLARD;2;50,3;50;Appartement
12379;94004;5;B;RUE;DE PARIS;2;39,84;40;Appartement
12380;94004;9;;AV;DU GAL LECLERC;4;82,92;82;Appartement
12381;94018;12;;RUE;DU PRESIDENT KENNEDY;3;67,26;66;Appartement
12382;94018;10;;RUE;DE SULLY;4;81,12;80;Appartement
12383;94022;19;;RUE;L'INSURRECTION PARISIENNE;3;63,85;63;Appartement
12384;94028;41;;AV;MAL DE LATTRE DE TASSIGNY;4;88,55;72;Appartement
12385;94038;26;;RUE;CHEVREUL;4;75,85;95;Maison
12386;94038;2;;AV;DU GEN DE GAULLE;3;68,24;74;Appartement
12387;94042;21;;BD;DU MAL LECLERC;3;60;59;Appartement
12388;94046;231;;AV;DU GENERAL LECLERC;3;63,02;48;Appartement
12389;94046;106;;AV;DU GENERAL DE GAULLE;1;24,02;24;Appartement
12390;94052;78;;BD;GAMBETTA;3;83,13;87;Appartement
12391;94054;11;;RUE;CLAUDE BERNARD;3;60,02;60;Appartement
12392;94058;103;;AV;DU GENERAL DE GAULLE;2;61,95;78;Appartement
12393;94067;5;B;AV;FOCH;4;3,45;90;Appartement
12394;94067;14;;RUE;GUYNEMER;4;160,04;86;Appartement
12395;94067;46;;AV;SAINTE MARIE;2;51,5;52;Appartement
12396;94068;3;;BD;DU GENERAL FERRIE;2;52,2;53;Appartement
12397;94068;50;;AV;DE L ALMA;3;54,86;58;Appartement
12398;94071;6;;RUE;DU GEN DE LARMINAT;5;141,5;124;Maison
12399;94080;56;;RUE;DE LA PAIX;2;17,8;17;Appartement
12400;94080;10;;RUE;DAUMESNIL;1;20,93;25;Appartement
12401;94080;84;;RUE;DE FONTENAY;1;23,7;22;Appartement
12402;95018;71;;AV;JEAN JAURES;2;30,04;36;Appartement
12403;95018;3;;RUE;DES CHAMPIOUX;3;94,61;69;Appartement
12404;95042;6;;;LE PARC DE BAILLET;3;71,84;71;Appartement
12405;95091;11;;RUE;DE FRANCHE COMTE;4;77,13;77;Maison
12406;95127;7;;CHT;BRULOIRS;4;82,39;83;Appartement
12407;95127;59;;BD;DE L'EVASION;1;27,84;28;Appartement
12408;95176;5;;RUE;JULES VERNE;4;87,16;82;Appartement
12409;95199;6;;ALL;DU LAC;4;87,33;90;Maison
12410;95219;37;;RUE;DE STALINGRAD;1;30,48;31;Appartement
12411;95252;1;;RES;LES RINVALS;3;60,2;57;Appartement
12412;95277;15;;CHE;DE SAINT BLIN;4;64,64;64;Appartement
12413;95313;21;;RES;LES GENETS;5;121;81;Maison
12414;95388;26;;RUE;DES PATIS;4;93,23;77;Maison
12415;95476;110;;CHS;JULES CESAR;2;34,92;35;Appartement
12416;95500;13;;RUE;DES MARADAS VERTS;3;67,1;63;Appartement
12417;95582;56;;CHE;DES GUILLERANDS;5;86,63;89;Maison
12418;95585;1;;RUE;PIERRE CURIE;4;83,13;82;Appartement
12419;95585;11;;RUE;LOUIS LEBRUN;5;101,24;100;Appartement
12420;95585;10;;AV;PAUL HERBE;6;103,48;109;Appartement
12421;95598;18;;RUE;MARIN;1;19,49;32;Appartement
12422;95604;8;;SQ;DE LA CHAPELLE;4;78,45;79;Appartement
12423;95607;38;;RUE;PIERRE BEREGOVOY;4;73,84;73;Appartement
12424;95652;75;;RUE;DE PARIS;1;18,56;19;Appartement
12425;974410;8;;LOT;PIGNOLET DE FRESNES;3;84,74;63;Maison
12426;04094;5637;A;AV;DES THERMES;1;25,07;27;Appartement
12427;06088;1;;BD;DE RIQUIER;2;60,32;56;Appartement
12428;06088;230;B;AV;DE FABRON;1;24,3;23;Appartement
12429;10387;1;B;RUE;DU CLOS CAMUS;3;60,91;60;Appartement
12430;14715;10;;RUE;THIERS;4;48,14;44;Appartement
12431;28085;15;;RUE;HUBERT LATHAM;2;41,66;42;Appartement
12432;28085;9;;RUE;DU FAUBOURG LA GRAPPE;1;29,92;27;Appartement
12433;28085;21;;AV;AMBROISE PARE;1;38,54;38;Appartement
12434;42059;8;;AV;DU ONZE NOVEMBRE;5;97,75;97;Maison
12435;50218;23;;AV;DE LA LIBERATION;1;23,76;25;Appartement
12436;54578;4;;BD;DE BAUDRICOURT;1;28,26;27;Appartement
12437;56007;3;;RUE;GEORGES BRASSENS;2;41,93;41;Appartement
12438;56054;24;;RUE;DU STADE;2;49,95;49;Appartement
12439;60139;46;;RUE;DE LA CHEVALERIE;1;17,03;17;Appartement
12440;60159;1;;RUE;EDOUARD BRANLY;5;95,35;93;Appartement
12441;65123;305;;CHE;DE L ARTIGOU;3;37,96;40;Appartement
12442;69049;76;;IMP;DES LAURIERS;3;64,42;63;Appartement
12443;69382;18;;CRS;BAYARD;2;50,65;51;Appartement
12444;75109;44;;RUE;NOTRE DAME DE LORETTE;4;69,61;70;Appartement
12445;75114;5;;RUE;MAURICE LOEWY;1;24,47;25;Appartement
12446;75114;166;;RUE;D ALESIA;2;56,06;56;Appartement
12447;75115;38;;AV;EMILE ZOLA;3;55,36;59;Appartement
12448;77333;21;;RUE;GAUTHIER 1ER;3;65,15;66;Maison
12449;78089;2;;RUE;LEON RICHARD;4;69,02;71;Appartement
12450;78380;10;;RUE;D ORLEANS;4;77,92;98;Appartement
12451;78418;18;;RUE;GASTON VOILLEREAU;3;59,72;67;Appartement
12452;79081;18;;RUE;DES ALBIZZIAS;3;64,36;64;Appartement
12453;82190;8;A;RUE;DES BERDEILHOUNES;2;92,41;91;Maison
12454;83112;9001;;RES;LES MAS DE LA MADRAGUE;2;36,86;31;Appartement
12455;95355;11;;RUE;DE L HOTEL DE VILLE;3;45;45;Appartement
12456;95539;78;;RUE;DE LA PLANCHETTE;2;66,21;65;Appartement
12457;973302;2120;;RTE;DE BADUEL;3;62,35;63;Appartement
12458;01153;88;;RUE;DE LA PIERRE;3;222,97;170;Maison
12459;02722;15;B;RUE;DU CHAMP BOUILLANT;4;59,81;59;Appartement
12460;02722;2;B;BD;EDOUARD BRANLY;2;45,12;44;Appartement
12461;04070;3;;TRA;DES EAUX CHAUDES;1;35,71;36;Appartement
12462;05004;9000;;RUE;COTE GELEE;1;26;24;Appartement
12463;06004;390;;CHE;AMES DU PURGATOIRE;2;51,23;50;Appartement
12464;06029;21;;BD;GENERAL VAUTRIN;1;44,7;45;Appartement
12465;06036;68;;CHE;DE SAINT ANTONIN;3;107,35;103;Appartement
12466;06083;100;;AV;DES ALLIES;2;38,77;38;Appartement
12467;06085;1;;RUE;DE L EGLISE;2;59,36;60;Appartement
12468;06088;341;;CHE;DE LA GINESTIERE;2;46,69;46;Appartement
12469;06088;7;;RUE;DU SOLEIL;2;51,15;51;Appartement
12470;06088;164;;BD;DE LA MADELEINE;2;42,01;43;Appartement
12471;06104;16;;AV;PAUL DOUMER;1;38,57;38;Appartement
12472;06104;139;;AV;DE VERDUN;3;67,3;67;Appartement
12473;06108;560;;CHE;DE L ECOLE VIEILLE;4;78,03;79;Maison
12474;07296;6;;LOT;LES LAVANDES ALLEE 1;5;99,57;99;Maison
12475;09122;7;B;AV;DE LERIDA;3;76,97;77;Appartement
12476;10081;3;;CHE;DE L'HOSPICE;1;70;70;Appartement
12477;10387;128;;RUE;GENERAL DE GAULLE;1;42,64;43;Appartement
12478;13002;120;;AV;DU GEN DE GAULLE;3;69,15;55;Appartement
12479;13007;5081;F;RTE;NATIONALE 560;3;65,31;64;Appartement
12480;13026;31;;;LES ROUCAS;4;85,46;84;Appartement
12481;13028;167;;AV;FRANKLIN ROOSEVELT;3;55,31;52;Appartement
12482;13028;671;;AV;EMILE RIPERT;3;66,08;64;Appartement
12483;13086;10;;RUE;ROLLAND;2;59,5;52;Appartement
12484;13117;15;;RUE;DE L ESCADRILLE N NIEMEN;3;62,42;63;Appartement
12485;13119;9001;;RES;LES ROMARINS;3;74,25;71;Appartement
12486;13201;22;;RUE;DES HEROS;1;19,26;18;Appartement
12487;13201;72;;RUE;CURIOL;3;84,43;58;Appartement
12488;13202;40;;RUE;MAZENOD;3;36,96;38;Appartement
12489;13204;17;;BD;FRAISSINET;3;41,03;43;Appartement
12490;13204;31;;BD;PHILIPPON;3;78,72;75;Appartement
12491;13205;313;;RUE;SAINT PIERRE;1;18,72;20;Appartement
12492;13206;57;;BD;ANDRE AUNE;2;41,77;40;Appartement
12493;13207;4;;RUE;PETIT CHANTIER;3;29;28;Appartement
12494;13208;29;;RUE;ROCCA;2;46,12;47;Appartement
12495;13210;113;;TRA;CHEVALIER;4;73,59;74;Appartement
12496;13211;164;;BD;DE LA MILLIERE;3;57,4;58;Appartement
12497;13214;40;;RUE;SAINT ANDRE;4;60,49;61;Appartement
12498;13215;11;;TSSE;MARITIME;3;68,24;67;Appartement
12499;14220;1;;QUAI;DES MARCHANDS;4;81;93;Appartement
12500;14366;14;;RUE;LABBEY;2;50,99;50;Appartement
12501;22187;3;;BD;DU ROI D YS;1;23;23;Appartement
12502;24322;93;;RUE;CHANZY;2;37,76;38;Appartement
12503;24322;26;;CRS;MICHEL MONTAIGNE;3;84,56;90;Appartement
12504;2A130;5401;;VGE;DE TERRA BELLA;1;13,82;14;Appartement
12505;2A247;5001;;;FOCE INCESA;6;98,77;114;Maison
12506;2A271;5416;;RES;LES TERRASSES DU PARC J;3;70,61;70;Appartement
12507;30062;8;;RUE;DES IRIS;3;68,32;69;Appartement
12508;30133;841;;RTE;DE CARNON;1;29,01;28;Appartement
12509;30189;7;;RUE;NOTRE DAME;2;51,25;48;Appartement
12510;31555;4;;BD;DES PLATANES;1;26;26;Appartement
12511;33063;70;;RUE;DUPATY;2;53,13;53;Appartement
12512;33069;30;;RUE;JACQUES PREVERT;1;38,88;39;Appartement
12513;33249;13;;IMP;DU COMMANDANT COUSTEAU;3;59,77;60;Appartement
12514;34003;1;;RUE;DU JADE;2;31,15;31;Appartement
12515;34032;13;;RUE;DE BEARN;4;107,77;110;Maison
12516;34145;89;;RUE;DES NENUPHARS;2;30,64;30;Appartement
12517;34165;8;;RUE;DE LA CARRIERASSE;3;91,77;70;Appartement
12518;34225;13;;RUE;DE LA BASTILLE;3;128;55;Appartement
12519;34301;43;;RUE;HENRI BARBUSSE;4;112,9;130;Appartement
12520;34327;1;;IMP;CASTILHON;4;81,42;70;Appartement
12521;35024;20;;RUE;DE ROME;4;78,06;78;Appartement
12522;35093;13;;RUE;DU DOUET FOURCHE;4;68;68;Maison
12523;37233;56;;AV;DE LA REPUBLIQUE;2;36,32;35;Appartement
12524;38151;5;;ALL;DOC CALMETTE;2;48,25;48;Appartement
12525;38179;11;;RUE;DES PALETTES;5;97,44;99;Appartement
12526;38185;4;;RUE;CHARLES LORY;1;13,44;14;Appartement
12527;38421;18;;RUE;JULES SIEGFRIED;4;52,8;56;Appartement
12528;40065;3;;AV;MAL DE LATTRE DE TASSIGNY;3;89,6;85;Maison
12529;40279;509;;AV;DE LA RESISTANCE;3;56,92;58;Appartement
12530;40296;42;;AV;DES FORESTIERS;4;84,29;83;Maison
12531;41151;7;;AV;ELTVILLE;2;46,95;47;Appartement
12532;42005;9004;;RUE;MOLIERE;3;64,66;66;Appartement
12533;42044;8;;RUE;DU TREMOLIN;2;76,73;75;Appartement
12534;42189;1;B;RUE;BIZET;3;65,2;65;Appartement
12535;42189;1;B;RUE;BIZET;3;66,8;67;Appartement
12536;42218;122;B;RUE;BERGSON;3;64,02;66;Appartement
12537;42275;3;;RUE;DES TROIS GLORIEUSES;2;25,1;25;Appartement
12538;42330;9001;;RES;LE PLAT HAUT;4;91,88;85;Appartement
12539;44043;1;B;PL;DU MUSCADET;1;46,2;48;Maison
12540;44109;32;;BD;DE L'ESTUAIRE;2;42,34;42;Appartement
12541;44143;10;;RUE;EUGENE CHARTIER;3;67,55;67;Appartement
12542;44162;12;;BD;DU MASSACRE;2;39,33;39;Appartement
12543;44195;2;B;RUE;RENE GUY CADOU;3;69;69;Appartement
12544;45285;17;;RUE;DE LA PRAIRIE;3;61,5;58;Appartement
12545;49223;91;;RTE;DE NANTES;3;61,6;61;Appartement
12546;49246;32;;RUE;CHARLES DE GAULLE;3;95,49;93;Appartement
12547;49331;2;;RUE;DU CAP DE HAUTECLOQUE;4;84,1;83;Appartement
12548;51230;4;;RUE;MARCELIN BERTHELOT;4;76,12;79;Appartement
12549;51454;15;;BD;CARTERET;1;13,7;14;Appartement
12550;54323;4;;AV;DU MAL FOCH;3;66,77;66;Appartement
12551;59350;191;;RUE;PIERRE MAUROY;1;22,66;23;Appartement
12552;59368;207;;RUE;DU PDT GEORGES POMPIDOU;1;23,04;23;Appartement
12553;59457;1;;RUE;DES NAVETTES;3;64,04;64;Appartement
12554;59560;59;;RUE;DE BURGAULT;2;66,9;40;Appartement
12555;60509;134;;RUE;PASTEUR;3;63,99;63;Appartement
12556;62119;153;;RUE;D ABLAIN SAINT NAZAIRE;2;37,98;38;Appartement
12557;63103;2;;AV;DE BROCQUEVILLE;1;18,99;21;Appartement
12558;64385;22;;RTE;DE SAINT JACQUES;4;90;85;Maison
12559;66124;13;;RUE;DES LILAS;3;54,48;55;Appartement
12560;69091;6;;PL;JEAN JAURES;2;54,94;57;Appartement
12561;69244;4;;RUE;FRANCOIS MERMET;4;85,29;86;Appartement
12562;69384;38;;RUE;CLAUDE JOSEPH BONNET;3;71;72;Appartement
12563;70550;8;;RUE;BARON BOUVIER;1;28,7;28;Appartement
12564;75102;53;;RUE;GRENETA;1;32,12;30;Appartement
12565;75102;3;;RUE;N D DE BONNE NOUVELLE;1;20,22;21;Appartement
12566;75103;11;;BD;SAINT MARTIN;4;100,75;100;Appartement
12567;75103;23;;BD;SAINT MARTIN;5;6;103;Appartement
12568;75104;30;;RUE;DES ROSIERS;1;21,2;21;Appartement
12569;75106;22;;RUE;SAINT BENOIT;1;30,05;35;Appartement
12570;75109;16;;RUE;MONCEY;5;158,95;154;Appartement
12571;75109;21;;RUE;HENRY MONNIER;3;84,02;85;Appartement
12572;75109;26;;RUE;DES MARTYRS;3;76,01;60;Appartement
12573;75109;83;;RUE;DE DUNKERQUE;3;52,13;50;Appartement
12574;75109;12;;RUE;LENTONNET;1;10,55;16;Appartement
12575;75110;53;;RUE;DU FBG ST MARTIN;2;45,13;48;Appartement
12576;75110;27;;RUE;BOUCHARDON;1;17,13;15;Appartement
12577;75111;165;;RUE;SAINT MAUR;3;75,62;74;Appartement
12578;75112;60;;AV;DU GAL MICHEL BIZOT;1;9,44;9;Appartement
12579;75112;49;;BD;DIDEROT;4;108,55;106;Appartement
12580;75114;96;;RUE;DAGUERRE;2;24,74;26;Appartement
12581;75114;41;;RUE;GAZAN;1;38,88;38;Appartement
12582;75114;30;;RUE;DU COUEDIC;1;24,61;25;Appartement
12583;75114;75;;RUE;DU PERE CORENTIN;1;29,5;26;Appartement
12584;75114;43;;RUE;BOULARD;3;83,8;79;Appartement
12585;75115;13;;RUE;THIBOUMERY;3;74,43;74;Appartement
12586;75115;22;;ALL;JOSEPH RECAMIER;2;42,65;41;Appartement
12587;75115;18;;RUE;DE CHAMBERY;1;18,14;37;Appartement
12588;75115;4;;RUE;DU CDT LEANDRI;1;20,15;21;Appartement
12589;75115;41;;RUE;DE L ABBE GROULT;1;21,31;23;Appartement
12590;75115;43;;RUE;CAMBRONNE;3;46,93;45;Appartement
12591;75115;179;;RUE;DE VAUGIRARD;2;29,98;29;Appartement
12592;75116;39;;RUE;LE MAROIS;2;44,6;43;Appartement
12593;75116;21;;RUE;FANTIN LATOUR;3;50,8;50;Appartement
12594;75116;28;;AV;MOZART;5;114,44;120;Appartement
12595;75116;30;;AV;PDT WILSON;4;135,05;135;Appartement
12596;75117;3;;RUE;DE BIZERTE;7;176,61;178;Appartement
12597;75117;62;;RUE;DES BATIGNOLLES;3;48,7;49;Appartement
12598;75118;4;;VLA;SAINT MICHEL;2;44,85;29;Appartement
12599;75118;15;;RUE;SIMON DEREURE;5;151,05;155;Appartement
12600;75118;6;;RUE;DE CLIGNANCOURT;4;83,62;84;Appartement
12601;75118;28;;RUE;D ORAN;3;29,11;65;Appartement
12602;75119;351;;RUE;DE BELLEVILLE;1;18,06;26;Appartement
12603;75120;116;;BD;DE BELLEVILLE;2;37,58;36;Appartement
12604;76217;15;;RUE;DE LA CITE DE LIMES;3;70;62;Appartement
12605;76351;12;;RUE;DE CONSTANTINE;1;18,94;22;Appartement
12606;77083;3;;PL;DES ACACIAS;3;68,77;68;Appartement
12607;77108;33;;RUE;AUGUSTE MEUNIER;2;40,12;37;Appartement
12608;77215;6;;ALL;RACINE;4;99,06;80;Maison
12609;77284;41;D;RUE;LEON BARBIER;4;91;89;Appartement
12610;77288;12;;RUE;GUY BAUDOIN;4;87,37;90;Appartement
12611;77294;16;;RUE;PIERRE COLOMBIER;3;74,79;63;Maison
12612;77307;77;;RUE;DE L ORANGERIE;2;41,4;41;Appartement
12613;77379;17;;RUE;DU MINAGE;4;109,25;100;Appartement
12614;77468;25;;RUE;DE L EAU VIVE;1;70,35;69;Appartement
12615;77514;19;;RUE;DES PEUPLIERS;4;76,88;82;Maison
12616;78073;12;;AV;INGRID BERGMAN;5;86,1;86;Appartement
12617;78092;74;;QUAI;BOISSY D ANGLAS;4;67,23;72;Appartement
12618;78120;12;;CITE;DE LA CLAIRIERE;5;123,05;124;Maison
12619;78123;460;;RUE;CLAUDE MONET;1;25,83;26;Appartement
12620;78158;5;;RUE;CARUEL ST MARTIN;2;49,58;50;Appartement
12621;78172;75;;RES;ARISTIDE BRIAND;4;62,28;60;Appartement
12622;78311;15;B;BD;JEAN JAURES;2;35,16;29;Appartement
12623;78372;16;;ALL;CLAUDE MONET;5;103,03;103;Appartement
12624;78401;4;;RUE;DE TESSANCOURT;3;56,23;53;Appartement
12625;78420;6;;ALL;DES TILLEULS;5;162,15;130;Maison
12626;78440;31;B;RUE;F DUREAU;5;117,5;117;Maison
12627;78490;3;;RUE;DE LA HAISE;4;73,6;76;Appartement
12628;78498;7;;RUE;PAUL CODOS;3;79,21;65;Appartement
12629;78545;7;;RUE;ROBERT DESNOS;4;74,48;74;Appartement
12630;78550;10;;IMP;PEUPLIERS;4;120,27;103;Maison
12631;78586;14;;ALL;DES CYPRES;2;29,16;30;Appartement
12632;78586;11;;RUE;HENRI REGNAULT;3;65,03;50;Appartement
12633;78646;28;;BD;DU ROI;2;67,48;67;Appartement
12634;78646;22;;RUE;DES RESERVOIRS;4;116,21;116;Appartement
12635;78646;32;;RUE;DU MAL FOCH;3;82,61;70;Appartement
12636;80702;7;;CHE;DE LA VALLEE;7;137,1;141;Maison
12637;82121;719;;AV;DE LEOJAC;2;38,55;38;Appartement
12638;83009;620;;AV;DE LA LIBERATION;2;34,78;34;Appartement
12639;83069;6;;BD;DE LA LAZARINE;3;65,47;71;Appartement
12640;83072;17;;RUE;VIEILLE HORLOGE;3;75,25;60;Appartement
12641;83090;307;;CHE;DE LA COURTINE;4;99,03;91;Maison
12642;83123;2;;RUE;DU MOULIN;1;16,79;16;Appartement
12643;83123;272;;AV;DE PORTISSOL;2;34,02;39;Appartement
12644;83129;232;;ALL;DES LAURIERS ROSES;2;42,86;41;Appartement
12645;84007;4;;RUE;FELIX GRAS;1;19;20;Appartement
12646;87085;32;;AV;GENERAL LECLERC;2;43,5;44;Appartement
12647;88383;11;;RUE;DE LA FRANCHE PIERRE;1;35,35;39;Appartement
12648;88429;4;;;LE RANG CHENET;3;62,81;63;Appartement
12649;88465;21;B;RUE;DE LA HAIE DES LEISSES;3;63,15;62;Appartement
12650;91135;9;;RUE;DES MONTCELETS;4;89,21;88;Maison
12651;91191;2;;RUE;THIROUX D ARCONVILLE;4;84,72;87;Appartement
12652;91228;2;;AV;DE L EGLISE;6;122,67;125;Appartement
12653;91272;9001;;RES;FONDS FANETTES;4;80,3;81;Appartement
12654;91377;3;;ALL;DU DANEMARK;3;76,03;76;Appartement
12655;91434;13;;RUE;DE SAVIGNY;3;64;64;Appartement
12656;91570;27;;RUE;DEBUSSY;3;67,88;68;Appartement
12657;91589;6;;PL;DE LA GARE;3;73,06;80;Appartement
12658;91661;2;;VLA;DES BLEUETS;3;65,43;66;Appartement
12659;91689;16;;RUE;DE L AMIRAL MOUCHEZ;2;33,55;34;Appartement
12660;91689;15;;RUE;LOUIS BLERIOT;5;140,07;118;Maison
12661;92004;12;;RUE;EUGENIE EBOUE;2;39,22;41;Appartement
12662;92019;44;;RUE;DES PRES HAUTS;4;84,02;81;Appartement
12663;92023;54;B;RUE;P VAILLANT COUTURIER;1;35,45;36;Appartement
12664;92024;75;;RUE;HENRI BARBUSSE;2;38,69;38;Appartement
12665;92024;75;;RUE;DE PARIS;1;20,27;21;Appartement
12666;92024;19;;RUE;FANNY;2;26,01;22;Appartement
12667;92026;4;;BD;SAINT DENIS;2;65,03;64;Appartement
12668;92026;23;;AV;GALLIENI;1;26,64;24;Appartement
12669;92035;35;;RUE;VOLTAIRE;2;37,84;37;Appartement
12670;92040;34;;RUE;DE CHAMP CHARDON;2;46,07;46;Appartement
12671;92049;56;;RUE;FENELON;3;62,04;61;Appartement
12672;92062;2;;RUE;LUCIEN VOILIN;1;19,54;20;Appartement
12673;92073;6;B;RUE;DE SAINT CLOUD;6;120,06;120;Appartement
12674;92075;21;;AV;VERDUN;3;52,33;54;Appartement
12675;93010;3;;RUE;ARTHUR RIMBAUD;2;46,32;46;Appartement
12676;93030;1;;RES;DANIELLE CASANOVA;3;67,66;77;Appartement
12677;93055;5;;RUE;DE LA PAIX;3;53,56;51;Appartement
12678;93055;5;;RUE;THEOPHILE LEDUCQ;2;30,52;26;Appartement
12679;93062;119;B;AV;DE LA RESISTANCE;3;64,77;65;Appartement
12680;93071;49;T;RUE;DU DOCTEUR ROUX;3;58,43;58;Appartement
12681;94002;10;;RUE;DE LA PERCHE;2;35,99;36;Appartement
12682;94017;9;;RUE;KARL MARX;3;58,6;58;Appartement
12683;94018;37;;RUE;GABRIEL PERI;2;37,8;36;Appartement
12684;94018;13;;RUE;DE PARIS;1;20,08;25;Appartement
12685;94019;20;;AV;CLAUDE DEBUSSY;3;61,04;65;Appartement
12686;94022;11;;AV;LEON GOURDAULT;2;46,3;50;Appartement
12687;94028;40;;RUE;DES SARRAZINS;4;88,93;89;Appartement
12688;94028;93;;AV;LAFERRIERE;1;17,33;19;Appartement
12689;94041;17;;RUE;DE LA GARE;3;57,05;56;Appartement
12690;94046;52;;QUAI;FERNAND SAGUET;2;44,43;42;Appartement
12691;94046;74;;RUE;CHEVREUL;2;52,23;54;Appartement
12692;94068;26;B;RUE;SAINT HILAIRE;3;71,47;70;Appartement
12693;94068;32;B;RUE;DES REMISES;4;55,41;90;Appartement
12694;94069;51;;RUE;DU VAL D OSNE;2;42,81;40;Appartement
12695;94079;5;;RUE;ALBERT SCHWEITZER;2;41,15;41;Appartement
12696;94080;188;;RUE;DE LA JARRY;3;61,24;57;Appartement
12697;94081;220;;RUE;JULIAN GRIMAU;3;75,37;62;Appartement
12698;95210;16;;PL;DE VERDUN;4;87,06;105;Maison
12699;95219;7;;ALL;SAINT JOHN PERSE;2;50,85;50;Appartement
12700;95323;24;;AV;CAMILLE SAINT SAENS;3;62,01;62;Appartement
12701;95424;6;T;RUE;JOHN LENNON;1;28,86;28;Appartement
12702;95428;13;;AV;DE LA FONTAINE RENE;2;23,95;23;Appartement
12703;95487;2;;RUE;DES RIVES DE L'OISE;2;39,99;40;Appartement
12704;95555;4;;AV;DANIELLE CASANOVA;2;48,75;48;Appartement
12705;95563;5;;RUE;DE MONTLIGNON;3;48,84;46;Appartement
12706;95607;16;;RUE;PHANIE LELEU;4;78,1;79;Appartement
12707;01173;256;;AV;DE BELLE FERME;2;34,56;34;Appartement
12708;01354;3;A;RUE;GEORGES CHARPAK;2;47,6;49;Appartement
12709;01419;75;;RUE;DES VERGERS;3;56,02;56;Appartement
12710;02758;8;;PTR;PETITE RUE SAINT VINCENT;3;39,62;64;Maison
12711;04088;3;;RUE;DU FRESQUIE;4;92,94;95;Maison
12712;04094;;;RES;LE CEZANNE;1;30,95;30;Appartement
12713;04112;20;;ALL;DE PROVENCE;2;62,43;60;Appartement
12714;06004;3;;AV;LEMERAY;1;25,56;25;Appartement
12715;06004;8;;AV;DOCTEUR FABRE;2;55,74;56;Appartement
12716;06027;9058;;CHE;DU VAL DE CAGNES;2;73,38;50;Maison
12717;06030;50;;RUE;GEOFFROY SAINT HILAIRE;2;48,8;50;Appartement
12718;06083;4;B;RUE;COLONEL HEBERT;1;23,63;23;Appartement
12719;06085;179;;VOIE;JULIA;3;63,7;64;Appartement
12720;06088;8;;CHE;DES CRETES;1;271,58;25;Appartement
12721;06088;23;;RUE;CAFFARELLI;2;48,52;47;Appartement
12722;06088;70;;AV;DE LA BORNALA;1;15,85;16;Appartement
12723;06094;24;;AV;DE   VALBERG;1;20,85;20;Appartement
12724;06104;8;;RUE;DU MOULIN;1;15,94;20;Appartement
12725;06123;251;;AV;PAUL CEZANNE;2;52,28;52;Appartement
12726;06149;29;;BD;FRANCOIS SUAREZ;3;72,8;68;Appartement
12727;06161;9001;;MRN;BAIE DES ANGES DUCAL;4;98,56;98;Appartement
12728;09265;32;;RUE;GASTON DE FOIX;2;39,66;40;Appartement
12729;10333;4;;RUE;DU TCHAD;3;55,14;55;Appartement
12730;11202;29;;RES;LE CLAPOTIS;3;44,8;44;Maison
12731;13005;9005;;AV;JOSEPH FALLEN;3;49,11;50;Appartement
12732;13005;9001;;RES;CENTRAL PARC;1;31;26;Appartement
12733;13022;9001;;;LE CAP DES TERRASSES;1;18,48;18;Appartement
12734;13028;15;;RUE;MARIUS LIEUTAUD;1;40,64;36;Appartement
12735;13028;9001;;RES;BELLE PLAINE;1;29,01;28;Appartement
12736;13028;250;;CHE;ARENE CROS;2;44,71;47;Appartement
12737;13042;9121;;RUE;DU GD CAVAILLON;2;35,55;36;Appartement
12738;13201;57;;RUE;DU COQ;3;75,02;74;Appartement
12739;13205;4;;RUE;DE LA JEUNESSE;3;67,72;64;Appartement
12740;13207;5;;;PLT DE MALMOUSQUE;1;29,69;25;Appartement
12741;13208;16;;TRA;DE POMEGUES;2;36,21;36;Appartement
12742;13208;2;;RUE;MARIUS JAUFFRET;5;137,39;150;Appartement
12743;13208;41;;AV;ANDRE ZENATTI;2;46,02;46;Appartement
12744;13209;44;;RUE;FARINIERE;2;67,87;69;Appartement
12745;13209;121;;BD;PAUL CLAUDEL;3;56,13;56;Appartement
12746;13210;159;;AV;DE LA CAPELETTE;1;27,07;30;Appartement
12747;13212;24;B;BD;DES ALPES;2;31,05;32;Appartement
12748;13215;20;;BD;BERNABO;3;52,12;55;Appartement
12749;14333;;;IMP;DU PETIT CASINO;3;42,41;42;Appartement
12750;14366;3;;RUE;DU HERON;4;95,51;80;Appartement
12751;14701;5292;B;;MONT CANISY;1;36,38;40;Appartement
12752;14754;9032;;VC;RES LES BALCONS DE LA MER;2;24,43;24;Appartement
12753;18197;18;;RUE;NATIONALE;2;4,56;72;Appartement
12754;22050;2;;PL;DUGUESCLIN;2;35,09;45;Appartement
12755;24037;9;;RUE;NEUVE D ARGENSON;2;36,6;38;Appartement
12756;25056;27;;RUE;DE VESOUL;4;72,78;72;Appartement
12757;26057;9;;RUE;JAURES GRANDE RUE;2;24,07;24;Appartement
12758;28085;15;;RUE;MURET;3;75,37;67;Appartement
